Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_T147_001
8001008603,14000US08001008603,"Census Tract 86.03, Adams County, Colorado","Census Tract 86.03, Adams County, Colorado",co,140,0,ACSSF,1112,,,,,8,1,,,,8603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24
8001008604,14000US08001008604,"Census Tract 86.04, Adams County, Colorado","Census Tract 86.04, Adams County, Colorado",co,140,0,ACSSF,1113,,,,,8,1,,,,8604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25
8001008605,14000US08001008605,"Census Tract 86.05, Adams County, Colorado","Census Tract 86.05, Adams County, Colorado",co,140,0,ACSSF,1114,,,,,8,1,,,,8605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25
8001008606,14000US08001008606,"Census Tract 86.06, Adams County, Colorado","Census Tract 86.06, Adams County, Colorado",co,140,0,ACSSF,1115,,,,,8,1,,,,8606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24
8001008705,14000US08001008705,"Census Tract 87.05, Adams County, Colorado","Census Tract 87.05, Adams County, Colorado",co,140,0,ACSSF,1116,,,,,8,1,,,,8705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21
8001008706,14000US08001008706,"Census Tract 87.06, Adams County, Colorado","Census Tract 87.06, Adams County, Colorado",co,140,0,ACSSF,1117,,,,,8,1,,,,8706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27
8001008709,14000US08001008709,"Census Tract 87.09, Adams County, Colorado","Census Tract 87.09, Adams County, Colorado",co,140,0,ACSSF,1118,,,,,8,1,,,,8709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29
8001008801,14000US08001008801,"Census Tract 88.01, Adams County, Colorado","Census Tract 88.01, Adams County, Colorado",co,140,0,ACSSF,1119,,,,,8,1,,,,8801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26
8001008802,14000US08001008802,"Census Tract 88.02, Adams County, Colorado","Census Tract 88.02, Adams County, Colorado",co,140,0,ACSSF,1120,,,,,8,1,,,,8802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27
8001008901,14000US08001008901,"Census Tract 89.01, Adams County, Colorado","Census Tract 89.01, Adams County, Colorado",co,140,0,ACSSF,1121,,,,,8,1,,,,8901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25
8001009001,14000US08001009001,"Census Tract 90.01, Adams County, Colorado","Census Tract 90.01, Adams County, Colorado",co,140,0,ACSSF,1122,,,,,8,1,,,,9001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26
8001009002,14000US08001009002,"Census Tract 90.02, Adams County, Colorado","Census Tract 90.02, Adams County, Colorado",co,140,0,ACSSF,1123,,,,,8,1,,,,9002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28
8001009101,14000US08001009101,"Census Tract 91.01, Adams County, Colorado","Census Tract 91.01, Adams County, Colorado",co,140,0,ACSSF,1124,,,,,8,1,,,,9101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26
8001009103,14000US08001009103,"Census Tract 91.03, Adams County, Colorado","Census Tract 91.03, Adams County, Colorado",co,140,0,ACSSF,1125,,,,,8,1,,,,9103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28
8001009104,14000US08001009104,"Census Tract 91.04, Adams County, Colorado","Census Tract 91.04, Adams County, Colorado",co,140,0,ACSSF,1126,,,,,8,1,,,,9104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
8001009202,14000US08001009202,"Census Tract 92.02, Adams County, Colorado","Census Tract 92.02, Adams County, Colorado",co,140,0,ACSSF,1127,,,,,8,1,,,,9202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
8001009203,14000US08001009203,"Census Tract 92.03, Adams County, Colorado","Census Tract 92.03, Adams County, Colorado",co,140,0,ACSSF,1128,,,,,8,1,,,,9203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23
8001009204,14000US08001009204,"Census Tract 92.04, Adams County, Colorado","Census Tract 92.04, Adams County, Colorado",co,140,0,ACSSF,1129,,,,,8,1,,,,9204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
8001009206,14000US08001009206,"Census Tract 92.06, Adams County, Colorado","Census Tract 92.06, Adams County, Colorado",co,140,0,ACSSF,1130,,,,,8,1,,,,9206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
8001009207,14000US08001009207,"Census Tract 92.07, Adams County, Colorado","Census Tract 92.07, Adams County, Colorado",co,140,0,ACSSF,1131,,,,,8,1,,,,9207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29
8001009304,14000US08001009304,"Census Tract 93.04, Adams County, Colorado","Census Tract 93.04, Adams County, Colorado",co,140,0,ACSSF,1132,,,,,8,1,,,,9304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27
8001009306,14000US08001009306,"Census Tract 93.06, Adams County, Colorado","Census Tract 93.06, Adams County, Colorado",co,140,0,ACSSF,1133,,,,,8,1,,,,9306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24
8001009307,14000US08001009307,"Census Tract 93.07, Adams County, Colorado","Census Tract 93.07, Adams County, Colorado",co,140,0,ACSSF,1134,,,,,8,1,,,,9307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27
8001009308,14000US08001009308,"Census Tract 93.08, Adams County, Colorado","Census Tract 93.08, Adams County, Colorado",co,140,0,ACSSF,1135,,,,,8,1,,,,9308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
8001009309,14000US08001009309,"Census Tract 93.09, Adams County, Colorado","Census Tract 93.09, Adams County, Colorado",co,140,0,ACSSF,1136,,,,,8,1,,,,9309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28
8001009310,14000US08001009310,"Census Tract 93.10, Adams County, Colorado","Census Tract 93.10, Adams County, Colorado",co,140,0,ACSSF,1137,,,,,8,1,,,,9310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24
8001009316,14000US08001009316,"Census Tract 93.16, Adams County, Colorado","Census Tract 93.16, Adams County, Colorado",co,140,0,ACSSF,1138,,,,,8,1,,,,9316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29
8001009318,14000US08001009318,"Census Tract 93.18, Adams County, Colorado","Census Tract 93.18, Adams County, Colorado",co,140,0,ACSSF,1139,,,,,8,1,,,,9318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34
8001009319,14000US08001009319,"Census Tract 93.19, Adams County, Colorado","Census Tract 93.19, Adams County, Colorado",co,140,0,ACSSF,1140,,,,,8,1,,,,9319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28
8001009320,14000US08001009320,"Census Tract 93.20, Adams County, Colorado","Census Tract 93.20, Adams County, Colorado",co,140,0,ACSSF,1141,,,,,8,1,,,,9320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28
8001009321,14000US08001009321,"Census Tract 93.21, Adams County, Colorado","Census Tract 93.21, Adams County, Colorado",co,140,0,ACSSF,1142,,,,,8,1,,,,9321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29
8001009322,14000US08001009322,"Census Tract 93.22, Adams County, Colorado","Census Tract 93.22, Adams County, Colorado",co,140,0,ACSSF,1143,,,,,8,1,,,,9322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29
8001009323,14000US08001009323,"Census Tract 93.23, Adams County, Colorado","Census Tract 93.23, Adams County, Colorado",co,140,0,ACSSF,1144,,,,,8,1,,,,9323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27
8001009325,14000US08001009325,"Census Tract 93.25, Adams County, Colorado","Census Tract 93.25, Adams County, Colorado",co,140,0,ACSSF,1145,,,,,8,1,,,,9325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24
8001009326,14000US08001009326,"Census Tract 93.26, Adams County, Colorado","Census Tract 93.26, Adams County, Colorado",co,140,0,ACSSF,1146,,,,,8,1,,,,9326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29
8001009327,14000US08001009327,"Census Tract 93.27, Adams County, Colorado","Census Tract 93.27, Adams County, Colorado",co,140,0,ACSSF,1147,,,,,8,1,,,,9327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25
8001009401,14000US08001009401,"Census Tract 94.01, Adams County, Colorado","Census Tract 94.01, Adams County, Colorado",co,140,0,ACSSF,1148,,,,,8,1,,,,9401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28
8001009406,14000US08001009406,"Census Tract 94.06, Adams County, Colorado","Census Tract 94.06, Adams County, Colorado",co,140,0,ACSSF,1149,,,,,8,1,,,,9406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23
8001009407,14000US08001009407,"Census Tract 94.07, Adams County, Colorado","Census Tract 94.07, Adams County, Colorado",co,140,0,ACSSF,1150,,,,,8,1,,,,9407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28
8001009408,14000US08001009408,"Census Tract 94.08, Adams County, Colorado","Census Tract 94.08, Adams County, Colorado",co,140,0,ACSSF,1151,,,,,8,1,,,,9408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25
8001009409,14000US08001009409,"Census Tract 94.09, Adams County, Colorado","Census Tract 94.09, Adams County, Colorado",co,140,0,ACSSF,1152,,,,,8,1,,,,9409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27
8001009410,14000US08001009410,"Census Tract 94.10, Adams County, Colorado","Census Tract 94.10, Adams County, Colorado",co,140,0,ACSSF,1153,,,,,8,1,,,,9410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
8001009411,14000US08001009411,"Census Tract 94.11, Adams County, Colorado","Census Tract 94.11, Adams County, Colorado",co,140,0,ACSSF,1154,,,,,8,1,,,,9411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24
8001009501,14000US08001009501,"Census Tract 95.01, Adams County, Colorado","Census Tract 95.01, Adams County, Colorado",co,140,0,ACSSF,1155,,,,,8,1,,,,9501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33
8001009502,14000US08001009502,"Census Tract 95.02, Adams County, Colorado","Census Tract 95.02, Adams County, Colorado",co,140,0,ACSSF,1156,,,,,8,1,,,,9502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25
8001009553,14000US08001009553,"Census Tract 95.53, Adams County, Colorado","Census Tract 95.53, Adams County, Colorado",co,140,0,ACSSF,1157,,,,,8,1,,,,9553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25
8001009603,14000US08001009603,"Census Tract 96.03, Adams County, Colorado","Census Tract 96.03, Adams County, Colorado",co,140,0,ACSSF,1158,,,,,8,1,,,,9603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28
8001009604,14000US08001009604,"Census Tract 96.04, Adams County, Colorado","Census Tract 96.04, Adams County, Colorado",co,140,0,ACSSF,1159,,,,,8,1,,,,9604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22
8001009606,14000US08001009606,"Census Tract 96.06, Adams County, Colorado","Census Tract 96.06, Adams County, Colorado",co,140,0,ACSSF,1160,,,,,8,1,,,,9606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
8001009607,14000US08001009607,"Census Tract 96.07, Adams County, Colorado","Census Tract 96.07, Adams County, Colorado",co,140,0,ACSSF,1161,,,,,8,1,,,,9607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28
8001009608,14000US08001009608,"Census Tract 96.08, Adams County, Colorado","Census Tract 96.08, Adams County, Colorado",co,140,0,ACSSF,1162,,,,,8,1,,,,9608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27
8001009751,14000US08001009751,"Census Tract 97.51, Adams County, Colorado","Census Tract 97.51, Adams County, Colorado",co,140,0,ACSSF,1163,,,,,8,1,,,,9751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28
8001009752,14000US08001009752,"Census Tract 97.52, Adams County, Colorado","Census Tract 97.52, Adams County, Colorado",co,140,0,ACSSF,1164,,,,,8,1,,,,9752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27
8001015000,14000US08001015000,"Census Tract 150, Adams County, Colorado","Census Tract 150, Adams County, Colorado",co,140,0,ACSSF,1165,,,,,8,1,,,,15000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
8001060000,14000US08001060000,"Census Tract 600, Adams County, Colorado","Census Tract 600, Adams County, Colorado",co,140,0,ACSSF,1166,,,,,8,1,,,,60000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29
8001060100,14000US08001060100,"Census Tract 601, Adams County, Colorado","Census Tract 601, Adams County, Colorado",co,140,0,ACSSF,1167,,,,,8,1,,,,60100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28
8001060200,14000US08001060200,"Census Tract 602, Adams County, Colorado","Census Tract 602, Adams County, Colorado",co,140,0,ACSSF,1168,,,,,8,1,,,,60200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28
8001061200,14000US08001061200,"Census Tract 612, Adams County, Colorado","Census Tract 612, Adams County, Colorado",co,140,0,ACSSF,1169,,,,,8,1,,,,61200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32
8001988700,14000US08001988700,"Census Tract 9887, Adams County, Colorado","Census Tract 9887, Adams County, Colorado",co,140,0,ACSSF,1170,,,,,8,1,,,,988700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8005004951,14000US08005004951,"Census Tract 49.51, Arapahoe County, Colorado","Census Tract 49.51, Arapahoe County, Colorado",co,140,0,ACSSF,1175,,,,,8,5,,,,4951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27
8005004952,14000US08005004952,"Census Tract 49.52, Arapahoe County, Colorado","Census Tract 49.52, Arapahoe County, Colorado",co,140,0,ACSSF,1176,,,,,8,5,,,,4952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25
8005005551,14000US08005005551,"Census Tract 55.51, Arapahoe County, Colorado","Census Tract 55.51, Arapahoe County, Colorado",co,140,0,ACSSF,1177,,,,,8,5,,,,5551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26
8005005552,14000US08005005552,"Census Tract 55.52, Arapahoe County, Colorado","Census Tract 55.52, Arapahoe County, Colorado",co,140,0,ACSSF,1178,,,,,8,5,,,,5552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26
8005005553,14000US08005005553,"Census Tract 55.53, Arapahoe County, Colorado","Census Tract 55.53, Arapahoe County, Colorado",co,140,0,ACSSF,1179,,,,,8,5,,,,5553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33
8005005611,14000US08005005611,"Census Tract 56.11, Arapahoe County, Colorado","Census Tract 56.11, Arapahoe County, Colorado",co,140,0,ACSSF,1180,,,,,8,5,,,,5611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25
8005005612,14000US08005005612,"Census Tract 56.12, Arapahoe County, Colorado","Census Tract 56.12, Arapahoe County, Colorado",co,140,0,ACSSF,1181,,,,,8,5,,,,5612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23
8005005614,14000US08005005614,"Census Tract 56.14, Arapahoe County, Colorado","Census Tract 56.14, Arapahoe County, Colorado",co,140,0,ACSSF,1182,,,,,8,5,,,,5614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23
8005005619,14000US08005005619,"Census Tract 56.19, Arapahoe County, Colorado","Census Tract 56.19, Arapahoe County, Colorado",co,140,0,ACSSF,1183,,,,,8,5,,,,5619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28
