nhid,dist,sch_cd,School_Name,Lowest_Grade,Highest_Grade,COUNTY,geometry
107,dist1,7812,SHAW HEIGHTS MIDDLE SCHOOL,6th Grade,8th Grade,ADAMS,010100000000EEB25F77425AC0A00244C18CED4340
107,dist2,2035,CROWN POINTE CHARTER ACADEMY,Kindergarten,8th Grade,ADAMS,01010000001081B1BE81415AC0B8075A8121ED4340
107,dist3,7305,IVER C. RANUM MIDDLE SCHOOL,6th Grade,8th Grade,ADAMS,010100000004664CC11A415AC0103FAA61BFEB4340
108,dist1,1052,BROMLEY EAST CHARTER SCHOOL,Preschool,8th Grade,ADAMS,01010000000442EBE1CB2F5AC0781283C0CAFD4340
108,dist2,2945,FOUNDATIONS ACADEMY,Kindergarten,8th Grade,ADAMS,010100000038BFEFDFBC305AC0D0FA5B02F0FD4340
108,dist3,6638,OVERLAND TRAIL MIDDLE SCHOOL,6th Grade,8th Grade,ADAMS,01010000008CF9B9A129335AC0280890A163FF4340
109,dist1,6638,OVERLAND TRAIL MIDDLE SCHOOL,6th Grade,8th Grade,ADAMS,01010000008CF9B9A129335AC0280890A163FF4340
109,dist2,1021,BRIGHTON HERITAGE ACADEMY,6th Grade,12th Grade,ADAMS,0101000000984A3FE1EC335AC02862D8614CFE4340
109,dist3,9230,VIKAN MIDDLE SCHOOL,6th Grade,8th Grade,ADAMS,0101000000085D8940F5335AC070F7729F1CFD4340
11,dist1,9336,STRIVE PREP - SUNNYSIDE,6th Grade,8th Grade,DENVER,0101000000482B4CDF6B405AC03805A4FD0FE44340
11,dist2,7278,RICARDO FLORES MAGON ACADEMY,Kindergarten,8th Grade,ADAMS,010100000018DE736039425AC0507FBDC282E54340
11,dist3,1106,BRYANT WEBSTER DUAL LANGUAGE ECE-8 SCHOOL,Preschool,8th Grade,DENVER,01010000006C21567F84405AC0102D5DC136E24340
110,dist1,1021,BRIGHTON HERITAGE ACADEMY,6th Grade,12th Grade,ADAMS,0101000000984A3FE1EC335AC02862D8614CFE4340
110,dist2,9230,VIKAN MIDDLE SCHOOL,6th Grade,8th Grade,ADAMS,0101000000085D8940F5335AC070F7729F1CFD4340
110,dist3,6638,OVERLAND TRAIL MIDDLE SCHOOL,6th Grade,8th Grade,ADAMS,01010000008CF9B9A129335AC0280890A163FF4340
111,dist1,9444,WESTLAKE MIDDLE SCHOOL,6th Grade,8th Grade,BROOMFIELD,0101000000B40721205F415AC0B083674293F84340
111,dist2,4187,SILVER HILLS MIDDLE SCHOOL,6th Grade,8th Grade,ADAMS,01010000001072DEFFC73F5AC0B02F849CF7F54340
111,dist3,6956,PATHWAYS FUTURE CENTER,Kindergarten,12th Grade,ADAMS,0101000000B0B321FFCC3E5AC09877D503E6F54340
112,dist1,4187,SILVER HILLS MIDDLE SCHOOL,6th Grade,8th Grade,ADAMS,01010000001072DEFFC73F5AC0B02F849CF7F54340
112,dist2,3439,GLOBAL VILLAGE ACADEMY - NORTHGLENN,Kindergarten,8th Grade,ADAMS,0101000000087BDAE1AF3F5AC0184ED2FC31F34340
112,dist3,15,ACADEMY OF CHARTER SCHOOLS,Preschool,12th Grade,ADAMS,0101000000E05AED612F425AC0F06C567DAEF44340
113,dist1,210,VANTAGE POINT,6th Grade,12th Grade,ADAMS,01010000007451F4C0C73F5AC0E894641D8EF24340
113,dist2,3439,GLOBAL VILLAGE ACADEMY - NORTHGLENN,Kindergarten,8th Grade,ADAMS,0101000000087BDAE1AF3F5AC0184ED2FC31F34340
113,dist3,6398,NORTHGLENN MIDDLE SCHOOL,6th Grade,8th Grade,ADAMS,010100000028417FA1473E5AC0088EAF3DB3F24340
115,dist1,2140,DEER TRAIL JUNIOR-SENIOR HIGH SCHOOL,6th Grade,12th Grade,ARAPAHOE,0101000000BC310400C7025AC0F0BDF8A23DCE4340
115,dist2,3362,VALIANT ACADEMY,Kindergarten,12th Grade,ARAPAHOE,0101000000D8C743DFDD0D5AC0B8E9CF7EA4DA4340
115,dist3,8332,HEMPHILL MIDDLE SCHOOL,6th Grade,8th Grade,ADAMS,0101000000A059D93EE4145AC0E027806264DF4340
116,dist1,3472,GODDARD MIDDLE SCHOOL,6th Grade,8th Grade,ARAPAHOE,0101000000A88C7F9F71425AC0385C8FC2F5CE4340
116,dist2,7837,FORT LOGAN NORTHGATE,3rd Grade,8th Grade,ARAPAHOE,0101000000ACD7F4A0A0415AC0483140A209D24340
116,dist3,8123,SOAR ACADEMY,6th Grade,12th Grade,ARAPAHOE,010100000084A5811FD5415AC0C08F15FC36D24340
12,dist1,6088,DORA MOORE ECE-8 SCHOOL,Preschool,8th Grade,DENVER,01010000008CD5E6FF553E5AC0B0E908E066DD4340
12,dist2,2188,DENVER CENTER FOR 21ST LEARNING AT WYMAN,6th Grade,12th Grade,DENVER,010100000070E5EC9DD13D5AC03808E57D1CDF4340
12,dist3,6098,MOREY MIDDLE SCHOOL,6th Grade,8th Grade,DENVER,01010000007842AF3F893E5AC018E17B7F83DE4340
122,dist1,1796,COLORADO CONNECTIONS ACADEMY,Kindergarten,12th Grade,ARAPAHOE,0101000000743FA7203F375AC07064027E8DC84340
122,dist2,6719,PARKER PERFORMING ARTS,Kindergarten,8th Grade,DOUGLAS,010100000068D097DEFE335AC0D07CCEDDAEC74340
122,dist3,3847,HOPE ONLINE LEARNING ACADEMY MIDDLE SCHOOL,6th Grade,8th Grade,DOUGLAS,0101000000F0D8960167375AC0E07954FCDFC74340
125,dist1,1566,CAMPUS MIDDLE SCHOOL,6th Grade,8th Grade,ARAPAHOE,010100000038B35DA10F385AC090CF2B9E7AD04340
125,dist2,1571,CHERRY CREEK CHARTER ACADEMY,Kindergarten,8th Grade,ARAPAHOE,01010000007854FCDF11385AC01087A5811FCD4340
125,dist3,4975,LAREDO MIDDLE SCHOOL,6th Grade,8th Grade,ARAPAHOE,0101000000785D86FF74335AC0E84B6F7F2ED04340
126,dist1,6367,OPTIONS SCHOOL,Kindergarten,12th Grade,ARAPAHOE,010100000084A8C29FE1325AC0F8FFAA2347D04340
126,dist2,4975,LAREDO MIDDLE SCHOOL,6th Grade,8th Grade,ARAPAHOE,0101000000785D86FF74335AC0E84B6F7F2ED04340
126,dist3,2897,FALCON CREEK MIDDLE SCHOOL,6th Grade,8th Grade,ARAPAHOE,010100000010AB06616E305AC0C0D4B32094CD4340
127,dist1,18,LIBERTY MIDDLE SCHOOL,6th Grade,8th Grade,ARAPAHOE,0101000000B8F59A1E142F5AC0003CDBA337CA4340
127,dist2,2897,FALCON CREEK MIDDLE SCHOOL,6th Grade,8th Grade,ARAPAHOE,010100000010AB06616E305AC0C0D4B32094CD4340
127,dist3,1512,CHALLENGE TO EXCELLENCE CHARTER SCHOOL,Kindergarten,8th Grade,DOUGLAS,010100000038747ADE8D325AC0D867791EDCC54340
128,dist1,4316,NEWTON MIDDLE SCHOOL,6th Grade,8th Grade,ARAPAHOE,0101000000149CC1DF2F3C5AC0D85AED612FCC4340
128,dist2,6365,SKYVIEW ACADEMY,Preschool,12th Grade,DOUGLAS,01010000001CE7FD7F9C3A5AC0E0783E03EAC74340
128,dist3,7047,PLATTE RIVER CHARTER ACADEMY,Kindergarten,8th Grade,DOUGLAS,01010000005840A19E3E3C5AC0B8DA6E826FC64340
129,dist1,3030,FOX RIDGE MIDDLE SCHOOL,6th Grade,8th Grade,ARAPAHOE,01010000007009C03FA52B5AC098E447FC8ACB4340
129,dist2,8848,THUNDER RIDGE MIDDLE SCHOOL,6th Grade,8th Grade,ARAPAHOE,0101000000CCA0DAE0442F5AC0D00CA9A278CF4340
129,dist3,6189,MURPHY CREEK K-8 SCHOOL,Preschool,8th Grade,ARAPAHOE,0101000000109370218F2D5AC078DC627E6ED84340
13,dist1,3990,HILL CAMPUS OF ARTS AND SCIENCES,6th Grade,8th Grade,DENVER,0101000000B4F5D37FD63B5AC008D95DA0A4DC4340
13,dist2,2223,DSST: COLE MIDDLE SCHOOL,6th Grade,8th Grade,DENVER,01010000008487307E1A3E5AC0186CEA3C2ADC4340
13,dist3,6088,DORA MOORE ECE-8 SCHOOL,Preschool,8th Grade,DENVER,01010000008CD5E6FF553E5AC0B0E908E066DD4340
130,dist1,1550,COLORADO PREP ACADEMY,Kindergarten,12th Grade,ADAMS,0101000000781211FE45435AC0A8531EDD08ED4340
130,dist2,7812,SHAW HEIGHTS MIDDLE SCHOOL,6th Grade,8th Grade,ADAMS,010100000000EEB25F77425AC0A00244C18CED4340
130,dist3,2035,CROWN POINTE CHARTER ACADEMY,Kindergarten,8th Grade,ADAMS,01010000001081B1BE81415AC0B8075A8121ED4340
131,dist1,2799,EXCEL ACADEMY CHARTER SCHOOL,Kindergarten,12th Grade,JEFFERSON,0101000000A4923A014D485AC028AED51EF6EC4340
131,dist2,5145,LINCOLN CHARTER ACADEMY,Preschool,8th Grade,JEFFERSON,010100000060889CBE9E475AC0B09E05A1BCE94340
131,dist3,9427,WOODROW WILSON CHARTER ACADEMY,Preschool,8th Grade,JEFFERSON,010100000078245E9ECE455AC070A3E5400FEF4340
132,dist1,5145,LINCOLN CHARTER ACADEMY,Preschool,8th Grade,JEFFERSON,010100000060889CBE9E475AC0B09E05A1BCE94340
132,dist2,2799,EXCEL ACADEMY CHARTER SCHOOL,Kindergarten,12th Grade,JEFFERSON,0101000000A4923A014D485AC028AED51EF6EC4340
132,dist3,8793,TWO ROADS CHARTER SCHOOL,Preschool,12th Grade,JEFFERSON,0101000000108733BF9A445AC02844C02154E94340
133,dist1,5145,LINCOLN CHARTER ACADEMY,Preschool,8th Grade,JEFFERSON,010100000060889CBE9E475AC0B09E05A1BCE94340
133,dist2,2799,EXCEL ACADEMY CHARTER SCHOOL,Kindergarten,12th Grade,JEFFERSON,0101000000A4923A014D485AC028AED51EF6EC4340
133,dist3,109,ARVADA K-8,Kindergarten,8th Grade,JEFFERSON,0101000000040C923EAD455AC09826DE019EE64340
134,dist1,109,ARVADA K-8,Kindergarten,8th Grade,JEFFERSON,0101000000040C923EAD455AC09826DE019EE64340
134,dist2,5145,LINCOLN CHARTER ACADEMY,Preschool,8th Grade,JEFFERSON,010100000060889CBE9E475AC0B09E05A1BCE94340
134,dist3,8793,TWO ROADS CHARTER SCHOOL,Preschool,12th Grade,JEFFERSON,0101000000108733BF9A445AC02844C02154E94340
135,dist1,5145,LINCOLN CHARTER ACADEMY,Preschool,8th Grade,JEFFERSON,010100000060889CBE9E475AC0B09E05A1BCE94340
135,dist2,6139,MOUNTAIN PHOENIX COMMUNITY SCHOOL,Preschool,8th Grade,JEFFERSON,01010000007815527E52475AC0D8BBB1A030E44340
135,dist3,109,ARVADA K-8,Kindergarten,8th Grade,JEFFERSON,0101000000040C923EAD455AC09826DE019EE64340
136,dist1,6139,MOUNTAIN PHOENIX COMMUNITY SCHOOL,Preschool,8th Grade,JEFFERSON,01010000007815527E52475AC0D8BBB1A030E44340
136,dist2,109,ARVADA K-8,Kindergarten,8th Grade,JEFFERSON,0101000000040C923EAD455AC09826DE019EE64340
136,dist3,5145,LINCOLN CHARTER ACADEMY,Preschool,8th Grade,JEFFERSON,010100000060889CBE9E475AC0B09E05A1BCE94340
137,dist1,2799,EXCEL ACADEMY CHARTER SCHOOL,Kindergarten,12th Grade,JEFFERSON,0101000000A4923A014D485AC028AED51EF6EC4340
137,dist2,5145,LINCOLN CHARTER ACADEMY,Preschool,8th Grade,JEFFERSON,010100000060889CBE9E475AC0B09E05A1BCE94340
137,dist3,1880,COMPASS MONTESSORI - GOLDEN CHARTER SCHOOL,Preschool,12th Grade,JEFFERSON,010100000088D51F61184C5AC068A9674128E34340
138,dist1,2589,ELDORADO K-8 SCHOOL,Kindergarten,8th Grade,BOULDER,0101000000F8CC9200354A5AC0C86A9E23F2F54340
138,dist2,2799,EXCEL ACADEMY CHARTER SCHOOL,Kindergarten,12th Grade,JEFFERSON,0101000000A4923A014D485AC028AED51EF6EC4340
138,dist3,6000,MONARCH K-8 SCHOOL,Preschool,8th Grade,BOULDER,010100000020F04E3E3D495AC0700C01C0B1F94340
139,dist1,5145,LINCOLN CHARTER ACADEMY,Preschool,8th Grade,JEFFERSON,010100000060889CBE9E475AC0B09E05A1BCE94340
139,dist2,6139,MOUNTAIN PHOENIX COMMUNITY SCHOOL,Preschool,8th Grade,JEFFERSON,01010000007815527E52475AC0D8BBB1A030E44340
139,dist3,1880,COMPASS MONTESSORI - GOLDEN CHARTER SCHOOL,Preschool,12th Grade,JEFFERSON,010100000088D51F61184C5AC068A9674128E34340
14,dist1,7163,P.R.E.P. (POSITIVE REFOCUS EDUCATION PROGRAM),6th Grade,12th Grade,DENVER,010100000094111780463D5AC07051F4C0C7E04340
14,dist2,2188,DENVER CENTER FOR 21ST LEARNING AT WYMAN,6th Grade,12th Grade,DENVER,010100000070E5EC9DD13D5AC03808E57D1CDF4340
14,dist3,9548,WHITTIER K-8 SCHOOL,Preschool,8th Grade,DENVER,010100000040F295404A3E5AC0E0A9B9DC60E04340
140,dist1,2799,EXCEL ACADEMY CHARTER SCHOOL,Kindergarten,12th Grade,JEFFERSON,0101000000A4923A014D485AC028AED51EF6EC4340
140,dist2,5145,LINCOLN CHARTER ACADEMY,Preschool,8th Grade,JEFFERSON,010100000060889CBE9E475AC0B09E05A1BCE94340
140,dist3,9427,WOODROW WILSON CHARTER ACADEMY,Preschool,8th Grade,JEFFERSON,010100000078245E9ECE455AC070A3E5400FEF4340
141,dist1,1550,COLORADO PREP ACADEMY,Kindergarten,12th Grade,ADAMS,0101000000781211FE45435AC0A8531EDD08ED4340
141,dist2,9427,WOODROW WILSON CHARTER ACADEMY,Preschool,8th Grade,JEFFERSON,010100000078245E9ECE455AC070A3E5400FEF4340
141,dist3,8793,TWO ROADS CHARTER SCHOOL,Preschool,12th Grade,JEFFERSON,0101000000108733BF9A445AC02844C02154E94340
143,dist1,8793,TWO ROADS CHARTER SCHOOL,Preschool,12th Grade,JEFFERSON,0101000000108733BF9A445AC02844C02154E94340
143,dist2,1550,COLORADO PREP ACADEMY,Kindergarten,12th Grade,ADAMS,0101000000781211FE45435AC0A8531EDD08ED4340
143,dist3,2837,EARLY COLLEGE OF ARVADA,6th Grade,12th Grade,ADAMS,01010000005CACA8C134435AC02078279F1EE74340
144,dist1,8793,TWO ROADS CHARTER SCHOOL,Preschool,12th Grade,JEFFERSON,0101000000108733BF9A445AC02844C02154E94340
144,dist2,109,ARVADA K-8,Kindergarten,8th Grade,JEFFERSON,0101000000040C923EAD455AC09826DE019EE64340
144,dist3,2837,EARLY COLLEGE OF ARVADA,6th Grade,12th Grade,ADAMS,01010000005CACA8C134435AC02078279F1EE74340
145,dist1,2837,EARLY COLLEGE OF ARVADA,6th Grade,12th Grade,ADAMS,01010000005CACA8C134435AC02078279F1EE74340
145,dist2,109,ARVADA K-8,Kindergarten,8th Grade,JEFFERSON,0101000000040C923EAD455AC09826DE019EE64340
145,dist3,8793,TWO ROADS CHARTER SCHOOL,Preschool,12th Grade,JEFFERSON,0101000000108733BF9A445AC02844C02154E94340
146,dist1,5145,LINCOLN CHARTER ACADEMY,Preschool,8th Grade,JEFFERSON,010100000060889CBE9E475AC0B09E05A1BCE94340
146,dist2,8793,TWO ROADS CHARTER SCHOOL,Preschool,12th Grade,JEFFERSON,0101000000108733BF9A445AC02844C02154E94340
146,dist3,109,ARVADA K-8,Kindergarten,8th Grade,JEFFERSON,0101000000040C923EAD455AC09826DE019EE64340
147,dist1,5145,LINCOLN CHARTER ACADEMY,Preschool,8th Grade,JEFFERSON,010100000060889CBE9E475AC0B09E05A1BCE94340
147,dist2,8793,TWO ROADS CHARTER SCHOOL,Preschool,12th Grade,JEFFERSON,0101000000108733BF9A445AC02844C02154E94340
147,dist3,2799,EXCEL ACADEMY CHARTER SCHOOL,Kindergarten,12th Grade,JEFFERSON,0101000000A4923A014D485AC028AED51EF6EC4340
148,dist1,9427,WOODROW WILSON CHARTER ACADEMY,Preschool,8th Grade,JEFFERSON,010100000078245E9ECE455AC070A3E5400FEF4340
148,dist2,1550,COLORADO PREP ACADEMY,Kindergarten,12th Grade,ADAMS,0101000000781211FE45435AC0A8531EDD08ED4340
148,dist3,8793,TWO ROADS CHARTER SCHOOL,Preschool,12th Grade,JEFFERSON,0101000000108733BF9A445AC02844C02154E94340
15,dist1,2188,DENVER CENTER FOR 21ST LEARNING AT WYMAN,6th Grade,12th Grade,DENVER,010100000070E5EC9DD13D5AC03808E57D1CDF4340
15,dist2,9548,WHITTIER K-8 SCHOOL,Preschool,8th Grade,DENVER,010100000040F295404A3E5AC0E0A9B9DC60E04340
15,dist3,6098,MOREY MIDDLE SCHOOL,6th Grade,8th Grade,DENVER,01010000007842AF3F893E5AC018E17B7F83DE4340
150,dist1,6367,OPTIONS SCHOOL,Kindergarten,12th Grade,ARAPAHOE,010100000084A8C29FE1325AC0F8FFAA2347D04340
150,dist2,4975,LAREDO MIDDLE SCHOOL,6th Grade,8th Grade,ARAPAHOE,0101000000785D86FF74335AC0E84B6F7F2ED04340
150,dist3,1800,COLUMBIA MIDDLE SCHOOL,6th Grade,8th Grade,ARAPAHOE,010100000000FA449E24325AC038C8EBC1A4D44340
151,dist1,465,AURORA FRONTIER K-8,Preschool,8th Grade,ARAPAHOE,01010000009826A5A0DB2F5AC08093180456D44340
151,dist2,6189,MURPHY CREEK K-8 SCHOOL,Preschool,8th Grade,ARAPAHOE,0101000000109370218F2D5AC078DC627E6ED84340
151,dist3,141,SKY VISTA MIDDLE SCHOOL,6th Grade,8th Grade,ARAPAHOE,0101000000387D04FEF02F5AC0F8C610001CD14340
152,dist1,7232,AURORA QUEST K-8,Kindergarten,8th Grade,ARAPAHOE,01010000005C88D51F61355AC050E6913F18DA4340
152,dist2,464,AURORA HILLS MIDDLE SCHOOL,6th Grade,8th Grade,ARAPAHOE,0101000000C8C77C40A0355AC0A8777FBC57D94340
152,dist3,8078,SOUTH MIDDLE SCHOOL,6th Grade,8th Grade,ARAPAHOE,0101000000041E1840F8355AC0D0CD37A27BDC4340
153,dist1,7158,PRAIRIE MIDDLE SCHOOL,6th Grade,8th Grade,ARAPAHOE,0101000000A0A487A1D5355AC01863D2DF4BD74340
153,dist2,213,AXL ACADEMY,Preschool,8th Grade,ARAPAHOE,010100000004302C7FBE345AC038B324404DD74340
153,dist3,464,AURORA HILLS MIDDLE SCHOOL,6th Grade,8th Grade,ARAPAHOE,0101000000C8C77C40A0355AC0A8777FBC57D94340
154,dist1,1800,COLUMBIA MIDDLE SCHOOL,6th Grade,8th Grade,ARAPAHOE,010100000000FA449E24325AC038C8EBC1A4D44340
154,dist2,4100,HORIZON MIDDLE SCHOOL,6th Grade,8th Grade,ARAPAHOE,010100000058643BDF4F315AC0C879AA436ED24340
154,dist3,6160,MRACHEK MIDDLE SCHOOL,6th Grade,8th Grade,ARAPAHOE,01010000008CA2073E06325AC0F060A8C30AD74340
155,dist1,3030,FOX RIDGE MIDDLE SCHOOL,6th Grade,8th Grade,ARAPAHOE,01010000007009C03FA52B5AC098E447FC8ACB4340
155,dist2,18,LIBERTY MIDDLE SCHOOL,6th Grade,8th Grade,ARAPAHOE,0101000000B8F59A1E142F5AC0003CDBA337CA4340
155,dist3,8848,THUNDER RIDGE MIDDLE SCHOOL,6th Grade,8th Grade,ARAPAHOE,0101000000CCA0DAE0442F5AC0D00CA9A278CF4340
156,dist1,4100,HORIZON MIDDLE SCHOOL,6th Grade,8th Grade,ARAPAHOE,010100000058643BDF4F315AC0C879AA436ED24340
156,dist2,1800,COLUMBIA MIDDLE SCHOOL,6th Grade,8th Grade,ARAPAHOE,010100000000FA449E24325AC038C8EBC1A4D44340
156,dist3,6367,OPTIONS SCHOOL,Kindergarten,12th Grade,ARAPAHOE,010100000084A8C29FE1325AC0F8FFAA2347D04340
157,dist1,1390,CENTENNIAL MIDDLE SCHOOL,6th Grade,8th Grade,BOULDER,010100000034B01C2103515AC0E82A8881AE054440
157,dist2,1352,CASEY MIDDLE SCHOOL,6th Grade,8th Grade,BOULDER,010100000018B7D100DE515AC020D82AC1E2024440
157,dist3,3499,HALCYON SCHOOL (SPECIAL EDUCATION),6th Grade,12th Grade,BOULDER,010100000040FB58C16F505AC0E060A8C30AFF4340
158,dist1,226,ALTONA MIDDLE SCHOOL,6th Grade,8th Grade,BOULDER,0101000000200BD121704A5AC09877634161124440
158,dist2,9430,WESTVIEW MIDDLE SCHOOL,6th Grade,8th Grade,BOULDER,010100000080A5BA8097495AC0B03E027FF8114440
158,dist3,7565,ST. VRAIN COMMUNITY MONTESSORI SCHOOL,Preschool,8th Grade,BOULDER,0101000000284701A260485AC040F2CEA10C134440
159,dist1,120,APEX HOME SCHOOL ENRICHMENT PROGRAM,Kindergarten,12th Grade,BOULDER,0101000000E0486760E44A5AC0F042572250094440
159,dist2,9430,WESTVIEW MIDDLE SCHOOL,6th Grade,8th Grade,BOULDER,010100000080A5BA8097495AC0B03E027FF8114440
159,dist3,226,ALTONA MIDDLE SCHOOL,6th Grade,8th Grade,BOULDER,0101000000200BD121704A5AC09877634161124440
16,dist1,9693,WEST EARLY COLLEGE,6th Grade,12th Grade,DENVER,010100000014B70A62A03F5AC088CC9541B5DD4340
16,dist2,9702,WEST LEADERSHIP ACADEMY,6th Grade,12th Grade,DENVER,010100000014B70A62A03F5AC088CC9541B5DD4340
16,dist3,3639,GIRLS ATHLETIC LEADERSHIP SCHOOL MIDDLE SCHOOL,6th Grade,8th Grade,DENVER,010100000028508BC1C33F5AC0B0CB290131DD4340
160,dist1,6816,PEAK TO PEAK CHARTER SCHOOL,Kindergarten,12th Grade,BOULDER,0101000000D4AC33BE2F455AC06010035DFBFE4340
160,dist2,4496,JUSTICE HIGH CHARTER SCHOOL,6th Grade,12th Grade,BOULDER,0101000000508B4F0130455AC06097530262FE4340
160,dist3,4878,ANGEVINE MIDDLE SCHOOL,6th Grade,8th Grade,BOULDER,01010000005C915F3FC4465AC060D3838252FE4340
162,dist1,4496,JUSTICE HIGH CHARTER SCHOOL,6th Grade,12th Grade,BOULDER,0101000000508B4F0130455AC06097530262FE4340
162,dist2,6816,PEAK TO PEAK CHARTER SCHOOL,Kindergarten,12th Grade,BOULDER,0101000000D4AC33BE2F455AC06010035DFBFE4340
162,dist3,4878,ANGEVINE MIDDLE SCHOOL,6th Grade,8th Grade,BOULDER,01010000005C915F3FC4465AC060D3838252FE4340
163,dist1,4878,ANGEVINE MIDDLE SCHOOL,6th Grade,8th Grade,BOULDER,01010000005C915F3FC4465AC060D3838252FE4340
163,dist2,6816,PEAK TO PEAK CHARTER SCHOOL,Kindergarten,12th Grade,BOULDER,0101000000D4AC33BE2F455AC06010035DFBFE4340
163,dist3,4496,JUSTICE HIGH CHARTER SCHOOL,6th Grade,12th Grade,BOULDER,0101000000508B4F0130455AC06097530262FE4340
164,dist1,866,BOULDER EXPLORE,Kindergarten,12th Grade,BOULDER,0101000000D812B9E00C4B5AC0A8D2FA5B02004440
164,dist2,5306,LOUISVILLE MIDDLE SCHOOL,6th Grade,8th Grade,BOULDER,010100000048CEC29E76485AC0885D143DF0FD4340
164,dist3,6000,MONARCH K-8 SCHOOL,Preschool,8th Grade,BOULDER,010100000020F04E3E3D495AC0700C01C0B1F94340
165,dist1,2589,ELDORADO K-8 SCHOOL,Kindergarten,8th Grade,BOULDER,0101000000F8CC9200354A5AC0C86A9E23F2F54340
165,dist2,6000,MONARCH K-8 SCHOOL,Preschool,8th Grade,BOULDER,010100000020F04E3E3D495AC0700C01C0B1F94340
165,dist3,8135,SOUTHERN HILLS MIDDLE SCHOOL,6th Grade,8th Grade,BOULDER,0101000000A49E05A1BC4F5AC028BDA8DDAFFC4340
167,dist1,7565,ST. VRAIN COMMUNITY MONTESSORI SCHOOL,Preschool,8th Grade,BOULDER,0101000000284701A260485AC040F2CEA10C134440
167,dist2,9430,WESTVIEW MIDDLE SCHOOL,6th Grade,8th Grade,BOULDER,010100000080A5BA8097495AC0B03E027FF8114440
167,dist3,8927,TWIN PEAKS CHARTER ACADEMY,Kindergarten,12th Grade,BOULDER,01010000008481E7DEC3475AC008815CE2C8134440
168,dist1,8927,TWIN PEAKS CHARTER ACADEMY,Kindergarten,12th Grade,BOULDER,01010000008481E7DEC3475AC008815CE2C8134440
